rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol Homeostasis,0.03805558843062846,4.231572174161721,13.83177100318916,FADS2;ALCAM;GNAI1,0.7416985208371534,0,0,213,pos,MSigDB_Hallmark_2020
2,Wnt-beta Catenin Signaling,0.06601160795023121,4.98989898989899,13.562169587343401,SKP2;GNAI1,0.7416985208371534,0,0,213,pos,MSigDB_Hallmark_2020
3,Apical Surface,0.07160561148891219,4.7518037518037515,12.52851945708889,AFAP1L2;MDGA1,0.7416985208371534,0,0,213,pos,MSigDB_Hallmark_2020
