rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Endoplasmic Reticulum Lumen (GO:0005788),0.0005998948360881952,3.7506723011909338,27.82532335598494,MYDGF;EBI3;MZB1;SERPING1;IGFBP7;APOE;APOL1;TOR1B;PDIA6;TXNDC5,0.07918611836364177,0,0,17,neg,GO_Cellular_Component_2023
2,Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385),0.008366027088182239,16.656565656565657,79.67795051677446,APOE;APOL1,0.25468049214306654,0,0,17,neg,GO_Cellular_Component_2023
3,Very-Low-Density Lipoprotein Particle (GO:0034361),0.008366027088182239,16.656565656565657,79.67795051677446,APOE;APOL1,0.25468049214306654,0,0,17,neg,GO_Cellular_Component_2023
