rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,C-type lectin receptor signaling pathway,0.003932263879133558,5.102564102564102,28.260755222784233,ARHGEF12;IL23A;PIK3CD;PTGS2;RHOA,0.36556665285021456,0,0,49,pos,KEGG_2021_Human
2,Th17 cell differentiation,0.004438096046765698,4.951734539969834,26.82616949537231,STAT5A;HLA-DRB5;IL23A;RORC;IL27RA,0.36556665285021456,0,0,49,pos,KEGG_2021_Human
3,AMPK signaling pathway,0.007173130276734858,4.389074693422519,21.67067506332423,STRADB;PPP2R5B;PIK3CD;HMGCR;PRKAB1,0.36556665285021456,0,0,49,pos,KEGG_2021_Human
