rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Negative Regulation Of Transport (GO:0051051),4.153860365388976e-05,14.906485671191554,150.38985478925275,SCAMP5;LGALS3;PXK;NR1H2;NRG1,0.053501721506210013,0,0,112,pos,GO_Biological_Process_2023
2,Negative Regulation Of Platelet Activation (GO:0010544),0.00041017649693527065,25.111675126903553,195.84402098106767,PDGFA;CD9;APOE,0.17610244268420952,0,0,112,pos,GO_Biological_Process_2023
3,Cellular Response To Zinc Ion (GO:0071294),0.00041017649693527065,25.111675126903553,195.84402098106767,MT1M;MT1F;MT1E,0.17610244268420952,0,0,112,pos,GO_Biological_Process_2023
