rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF-alpha Signaling via NF-kB,0.015493990781832804,3.1256244021681368,13.025424015927582,ABCA1;TUBB2A;PMEPA1;CCL2;KLF2;IER3,0.36154619722411646,0,0,112,pos,MSigDB_Hallmark_2020
2,TGF-beta Signaling,0.016816102196470534,5.896984174380412,24.09164757699128,NOG;PMEPA1;SKIL,0.36154619722411646,0,0,112,pos,MSigDB_Hallmark_2020
3,Cholesterol Homeostasis,0.03805558843062846,4.231572174161721,13.83177100318916,LGALS3;CD9;FDFT1,0.5454634341723412,0,0,112,pos,MSigDB_Hallmark_2020
