rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Apelin signaling pathway,9.93128283284356e-06,7.241819371727749,83.42446215718783,ACTA2;JAG1;CCND1;RRAS;NOS3;SPHK1;PRKAB1;PLCB2;PIK3R6,0.0021054319605628346,0,0,73,neg,KEGG_2021_Human
2,Insulin signaling pathway,7.222412875662573e-05,6.353682170542636,60.58703818623099,SOCS2;PTPN1;SOCS1;INSR;PRKAB1;FBP1;PCK2;HK1,0.007655757648202327,0,0,73,neg,KEGG_2021_Human
3,Phospholipase D signaling pathway,0.0001239673938185765,5.851190476190476,52.634337002102534,RRAS;INSR;SPHK1;MS4A2;PLCB2;PLPP1;PIK3R6;DNM2,0.00876036249651274,0,0,73,neg,KEGG_2021_Human
