rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,"Platelet Activation, Signaling And Aggregation R-HSA-76002",0.001071841140243275,3.760978737044556,25.71899206267566,MMRN1;APLP2;P2RY1;GNA12;PDGFB;RAB27B;QSOX1;MGLL;F5,0.23895556005407317,0,0,89,pos,Reactome_2022
2,Platelet Degranulation R-HSA-114608,0.0016245281501544254,5.115048081088105,32.85159003068434,MMRN1;APLP2;PDGFB;RAB27B;QSOX1;F5,0.23895556005407317,0,0,89,pos,Reactome_2022
3,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,0.0019823889770670326,4.907549052211507,30.541898945433797,MMRN1;APLP2;PDGFB;RAB27B;QSOX1;F5,0.23895556005407317,0,0,89,pos,Reactome_2022
