rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,RHO GTPases Activate ROCKs R-HSA-5627117,3.343535939158139e-05,26.918367346938776,277.4179092680899,MYH11;PPP1R12B;MYH10;RHOB,0.0076399796209763475,0,0,62,pos,Reactome_2022
2,RHO GTPases Activate CIT R-HSA-5625900,3.343535939158139e-05,26.918367346938776,277.4179092680899,MYH11;PPP1R12B;MYH10;RHOB,0.0076399796209763475,0,0,62,pos,Reactome_2022
3,Smooth Muscle Contraction R-HSA-445355,0.0008826236600453894,10.340659340659341,72.72184139201934,CALD1;ITGA1;MYH11;PDE5A,0.10484937386054594,0,0,62,pos,Reactome_2022
