rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,heme Metabolism,1.007580566586236e-15,12.859804625323804,444.0647994685546,RBM38;BNIP3L;DMTN;GYPC;EIF2AK1;ENDOD1;PPP2R5B;HBB;HBD;PDZK1IP1;ADIPOR1;GATA1;CCDC28A;KAT2B;MXI1;TSPAN5;HDGF;HBQ1;HAGH;DCAF10;FBXO7,3.526531983051826e-14,0,0,15,neg,MSigDB_Hallmark_2020
2,Coagulation,0.0026750949906243467,4.608247422680412,27.298199626511767,GP9;SPARC;PEF1;GNB2;ITGB3;PF4,0.046814162335926064,0,0,15,neg,MSigDB_Hallmark_2020
3,Apoptosis,0.005680261507382358,3.919853674758896,20.268614776112877,CD2;BNIP3L;PPP3R1;F2R;PPP2R5B;BCL2L1,0.06626971758612751,0,0,15,neg,MSigDB_Hallmark_2020
