rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Actin Binding (GO:0003779),1.6126729064270927e-05,5.971098265895954,65.89126325909206,CALD1;TPM1;TNNC2;TNNT3;TNNI2;SYNPO;PDLIM5;FERMT2;LMOD3;PFN2,0.004370343576417421,0,0,16,pos,GO_Molecular_Function_2023
2,Tropomyosin Binding (GO:0005523),5.3162099096467675e-05,60.28934010152284,593.3776232841345,TNNT1;TNNT3;LMOD3,0.00720346442757137,0,0,16,pos,GO_Molecular_Function_2023
3,Platelet-Derived Growth Factor Binding (GO:0048407),0.00011224655254723089,43.059463379260336,391.61775629527256,COL4A1;COL6A1;PDGFA,0.010139605246766523,0,0,16,pos,GO_Molecular_Function_2023
