rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Glycerophospholipid Catabolic Process (GO:0046475),6.420000268513295e-06,23.05128205128205,275.60325810758144,LIPC;PLA2G4C;PLA2G4A;GDPD3;PRDX6,0.0064007402677077555,0,0,183,neg,GO_Biological_Process_2023
2,Glycerolipid Catabolic Process (GO:0046503),2.6604042942935772e-05,28.842565597667637,303.8404891137544,PLA2G4C;PLA2G4A;GDPD3;PRDX6,0.011111684437802215,0,0,183,neg,GO_Biological_Process_2023
3,Xenobiotic Catabolic Process (GO:0042178),3.343535939158139e-05,26.918367346938776,277.4179092680899,GSTM4;GSTM3;GSTM2;GSTM1,0.011111684437802215,0,0,183,neg,GO_Biological_Process_2023
