rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,AGE-RAGE signaling pathway in diabetic complications,0.0005070298275322483,6.483658697082694,49.19113421381613,COL4A1;NOS3;COL4A4;COL4A3;PLCG2;PIK3R3,0.09734972688619167,0,0,76,neg,KEGG_2021_Human
2,ECM-receptor interaction,0.0019039709857819793,6.091133765832561,38.15372640786974,COL4A1;SV2A;COL4A4;ITGA1;COL4A3,0.18278121463507002,0,0,76,neg,KEGG_2021_Human
3,Amoebiasis,0.0036188712929817765,5.208300290774518,29.278944973607796,COL4A1;COL4A4;COL4A3;PIK3R3;CD1C,0.20060915945961788,0,0,76,neg,KEGG_2021_Human
