rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Prolonged bleeding time (HP:0003010),4.4416842989698815e-08,40.79381443298969,690.6248819207933,GP9;GFI1B;ITGB3;ITGA2B;GP1BA;GP6,1.012704020165133e-05,0,0,18,pos,Human_Phenotype_Ontology
2,Purpura (HP:0000979),5.33779780081584e-07,42.282051282051285,610.6916104961218,GP9;ITGB3;PROS1;ITGA2B;GP1BA,4.0567263286200384e-05,0,0,18,pos,Human_Phenotype_Ontology
3,Menorrhagia (HP:0000132),5.33779780081584e-07,42.282051282051285,610.6916104961218,GP9;ITGB3;ITGA2B;GP1BA;GP6,4.0567263286200384e-05,0,0,18,pos,Human_Phenotype_Ontology
