rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Androgen Response,0.0033238214487381523,5.318488529014845,30.350700013257832,KRT19;KRT8;DHCR24;SGK1;PDLIM5,0.12630521505204978,0,0,75,pos,MSigDB_Hallmark_2020
2,TNF-alpha Signaling via NF-kB,0.0508439984704279,2.5779092702169626,7.679574154313181,SOCS3;SGK1;PDLIM5;RELB;NFKB2,0.27097468399764946,0,0,75,pos,MSigDB_Hallmark_2020
3,Estrogen Response Early,0.0508439984704279,2.5779092702169626,7.679574154313181,KRT19;SLC16A1;CLDN7;KRT8;SNX24,0.27097468399764946,0,0,75,pos,MSigDB_Hallmark_2020
