rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cellular Response To Zinc Ion (GO:0071294),2.632911844601255e-07,50.743589743589745,768.7656511195227,MT2A;MT1M;MT1F;MT1X;MT1E,0.0002095797828302599,0,0,210,neg,GO_Biological_Process_2023
2,Cellular Response To Copper Ion (GO:0071280),1.3051359438883009e-06,33.82051282051282,458.24100564202934,MT2A;MT1M;MT1F;MT1X;MT1E,0.0005194441056675437,0,0,210,neg,GO_Biological_Process_2023
3,Response To Copper Ion (GO:0046688),3.4635138267612733e-06,26.695006747638327,335.64237766536246,MT2A;MT1M;MT1F;MT1X;MT1E,0.0008545753447006569,0,0,210,neg,GO_Biological_Process_2023
