rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Myogenesis,0.004067400402162354,3.684635829149776,20.28300352206346,NQO1;CHRNB1;SMTN;GAA;ADAM12;FOXO4;PVALB,0.15862861568433181,0,0,228,pos,MSigDB_Hallmark_2020
2,Xenobiotic Metabolism,0.015493990781832804,3.1256244021681368,13.025424015927582,HES6;NQO1;PROS1;FAH;AP4B1;GNMT,0.20142188016382645,0,0,228,pos,MSigDB_Hallmark_2020
3,KRAS Signaling Dn,0.015493990781832804,3.1256244021681368,13.025424015927582,BARD1;C5;CLSTN3;KCNMB1;LYPD3;GPRC5C,0.20142188016382645,0,0,228,pos,MSigDB_Hallmark_2020
