rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cellular Response To Zinc Ion (GO:0071294),0.00041017649693527065,25.111675126903553,195.84402098106767,MT2A;MT1X;MT1E,0.3769191965359404,0,0,208,neg,GO_Biological_Process_2023
2,Xenobiotic Catabolic Process (GO:0042178),0.0008481701801219675,18.82994923857868,133.17348392535672,GSTM4;GSTM3;GSTM1,0.3769191965359404,0,0,208,neg,GO_Biological_Process_2023
3,Cellular Response To Copper Ion (GO:0071280),0.0009905301969888136,17.721409375933113,122.58377707877821,MT2A;MT1X;MT1E,0.3769191965359404,0,0,208,neg,GO_Biological_Process_2023
