rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,mRNA Processing (GO:0006397),6.125678622774233e-05,5.055727554179566,49.04276116385745,HNRNPM;RBM4;DDX39B;RBM8A;MAGOH;SRSF1;TRA2A;U2AF1;SRSF5;RPRD1A,0.05664168129016824,0,0,46,pos,GO_Biological_Process_2023
2,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",8.556145209995203e-05,5.408928079360705,50.661511644549314,HNRNPM;RBM4;DDX39B;RBM8A;MAGOH;SRSF1;TRA2A;U2AF1;SRSF5,0.05664168129016824,0,0,46,pos,GO_Biological_Process_2023
3,"mRNA Splicing, Via Spliceosome (GO:0000398)",0.0002827862979139197,4.571613705873205,37.35382847889684,HNRNPM;RBM4;DDX39B;RBM8A;MAGOH;SRSF1;TRA2A;U2AF1;SRSF5,0.12480301947934322,0,0,46,pos,GO_Biological_Process_2023
