rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Hypertrophic cardiomyopathy,0.002101995153762279,5.947209653092006,36.663764335563116,TGFB1;ITGA1;TPM1;CACNA2D4;MYH7,0.13968843190909658,0,0,80,pos,KEGG_2021_Human
2,Small cell lung cancer,0.002314640612789538,5.809902740937224,35.257399700593666,COL4A1;TRAF6;FN1;PIK3R3;E2F2,0.13968843190909658,0,0,80,pos,KEGG_2021_Human
3,Dilated cardiomyopathy,0.002786269752881936,5.553395322626092,32.67091114865691,TGFB1;ITGA1;TPM1;CACNA2D4;MYH7,0.13968843190909658,0,0,80,pos,KEGG_2021_Human
