rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Collagen Degradation R-HSA-1442490,1.2689379910726773e-07,21.72538860103627,344.9973314485049,COL18A1;MMP14;CTSK;COL9A3;COL9A2;PRSS2;ELANE,4.4539723486650975e-05,0,0,198,neg,Reactome_2022
2,Activation Of Matrix Metalloproteinases R-HSA-1592389,8.203902081694472e-07,22.649484536082475,317.3982287063927,COL18A1;MMP14;CTSK;CTSG;PRSS2;ELANE,0.000143978481533738,0,0,198,neg,Reactome_2022
3,Collagen Chain Trimerization R-HSA-8948216,4.771805520344415e-06,16.08410200759631,197.07505682737633,COL18A1;COL6A2;COL5A2;COL6A1;COL9A3;COL9A2,0.0005583012458802966,0,0,198,neg,Reactome_2022
