rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Glutathione metabolism,0.0025341401417975046,7.60377358490566,45.45460491125239,GSTM4;GSTM3;GSTM2;GSTM1,0.26204787901381,0,0,124,pos,KEGG_2021_Human
2,Fluid shear stress and atherosclerosis,0.002772993428717566,4.573366405704984,26.927194238518634,GSTM4;GSTM3;GSTM2;GSTM1;SDC1;NFE2L2,0.26204787901381,0,0,124,pos,KEGG_2021_Human
3,Hepatocellular carcinoma,0.00695406075097657,3.7491408934707904,18.627342249699513,GSTM4;GSTM3;GSTM2;GSTM1;FZD6;NFE2L2,0.3358358245684191,0,0,124,pos,KEGG_2021_Human
