rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Antigen processing and presentation,1.3048671437076766e-05,10.078304021017296,113.34891391093362,HLA-DRB5;KLRC2;HLA-C;HLA-A;B2M;KIR2DL4;HLA-DQB1,0.0016963272868199795,0,0,150,pos,KEGG_2021_Human
2,Allograft rejection,0.0005488816438829229,11.864345738295318,89.07309099917518,HLA-DRB5;HLA-C;HLA-A;HLA-DQB1,0.028685268951475155,0,0,150,pos,KEGG_2021_Human
3,Graft-versus-host disease,0.0008067730463282587,10.613319011815252,75.59302673955138,HLA-DRB5;HLA-C;HLA-A;HLA-DQB1,0.028685268951475155,0,0,150,pos,KEGG_2021_Human
