rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Coagulation,0.00048361475208524477,5.445674959458925,41.573491226182306,THBD;PROC;CTSK;PDGFB;S100A13;FN1;CD9,0.01934459008340979,0,0,47,neg,MSigDB_Hallmark_2020
2,Hypoxia,0.004067400402162354,3.684635829149776,20.28300352206346,EFNA3;GBE1;PDGFB;ADM;ALDOA;HS3ST1;IER3,0.04067400402162354,0,0,47,neg,MSigDB_Hallmark_2020
3,Estrogen Response Late,0.004067400402162354,3.684635829149776,20.28300352206346,OLFM1;CISH;RPS6KA2;PPIF;CD9;TPSAB1;GLA,0.04067400402162354,0,0,47,neg,MSigDB_Hallmark_2020
