rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Type I diabetes mellitus,6.723327393029232e-05,13.334682860998651,128.110862510313,HLA-DRB5;PTPRN2;HLA-C;HLA-A;HLA-DQB1,0.012236455855313202,0,0,188,pos,KEGG_2021_Human
2,Allograft rejection,0.0005488816438829229,11.864345738295318,89.07309099917518,HLA-DRB5;HLA-C;HLA-A;HLA-DQB1,0.04894423147724769,0,0,188,pos,KEGG_2021_Human
3,Graft-versus-host disease,0.0008067730463282587,10.613319011815252,75.59302673955138,HLA-DRB5;HLA-C;HLA-A;HLA-DQB1,0.04894423147724769,0,0,188,pos,KEGG_2021_Human
