rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,TNF signaling pathway,0.005381572076205341,4.71914689671699,24.65647950040891,MAP2K3;CCL20;IL1B;IRF1;MAP2K7,0.8090091224303354,0,0,211,neg,KEGG_2021_Human
2,IL-17 signaling pathway,0.014714793313476493,4.469387755102041,18.85590868567605,CCL20;IL1B;FOSB;IL17RC,0.8090091224303354,0,0,211,neg,KEGG_2021_Human
3,Viral protein interaction with cytokine and cytokine receptor,0.018073322130463105,4.188775510204081,16.81088959163861,CCL20;CCR9;ACKR3;PF4V1,0.8090091224303354,0,0,211,neg,KEGG_2021_Human
