rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Translocation Of ZAP-70 To Immunological Synapse R-HSA-202430,2.0854898756677612e-05,31.062794348508636,334.7923648041761,HLA-DRB5;HLA-DRA;HLA-DQA1;HLA-DRB1,0.008369257706582117,0,0,132,neg,Reactome_2022
2,Phosphorylation Of CD3 And TCR Zeta Chains R-HSA-202427,4.146798801190002e-05,25.23469387755102,254.6329194525256,HLA-DRB5;HLA-DRA;HLA-DQA1;HLA-DRB1,0.008369257706582117,0,0,132,neg,Reactome_2022
3,PD-1 Signaling R-HSA-389948,5.082545165940558e-05,23.74909963985594,234.8100391955592,HLA-DRB5;HLA-DRA;HLA-DQA1;HLA-DRB1,0.008369257706582117,0,0,132,neg,Reactome_2022
