rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Sarcomere Organization (GO:0045214),9.291744507873701e-06,21.128205128205128,244.79950290336265,KRT19;TPM1;TNNT3;MYOM2;MYH7,0.00873423983740128,0,0,146,pos,GO_Biological_Process_2023
2,Myofibril Assembly (GO:0030239),9.34439910541812e-05,12.357098186366478,114.65098986831539,KRT19;TPM1;TNNT3;MYOM2;MYH7,0.04391867579546516,0,0,146,pos,GO_Biological_Process_2023
3,Striated Muscle Contraction (GO:0006941),0.00026114908025227007,9.73767258382643,80.33988011860673,GAA;TNNC2;TPM1;TNNT3;MYH7,0.08182671181237795,0,0,146,pos,GO_Biological_Process_2023
