rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Small cell lung cancer,0.002314640612789538,5.809902740937224,35.257399700593666,CDKN1B;RXRA;COL4A1;FN1;LAMB1,0.18834988209516196,0,0,27,pos,KEGG_2021_Human
2,Fc gamma R-mediated phagocytosis,0.0029142832620670067,5.492753623188406,32.067417227721045,FCGR3A;MYO10;PLCG2;FCGR2B;WASF2,0.18834988209516196,0,0,27,pos,KEGG_2021_Human
3,AGE-RAGE signaling pathway in diabetic complications,0.0033238214487381523,5.318488529014845,30.350700013257832,THBD;CDKN1B;COL4A1;PLCG2;FN1,0.18834988209516196,0,0,27,pos,KEGG_2021_Human
