rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Insulin-Like Growth Factor II Binding (GO:0031995),1.4329382790286753e-07,202.0204081632653,3183.512051346897,IGFBP4;IGFBP3;IGFBP2;IGFBP6,3.754298291055129e-05,0,0,27,pos,GO_Molecular_Function_2023
2,Insulin-Like Growth Factor I Binding (GO:0031994),4.5110136352190394e-06,50.48979591836735,621.4783262572987,IGFBP4;IGFBP3;IGFBP2;IGFBP6,0.0005909427862136942,0,0,27,pos,GO_Molecular_Function_2023
3,Insulin-Like Growth Factor Binding (GO:0005520),1.2150001455530943e-05,36.714285714285715,415.53894085341443,IGFBP4;IGFBP3;IGFBP2;IGFBP6,0.001061100127116369,0,0,27,pos,GO_Molecular_Function_2023
