rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,B Cell Receptor Signaling Pathway (GO:0050853),1.6374756223238777e-08,21.66885964912281,388.4690218387859,IGHG4;IGHG1;IGHG2;IGKC;IGLC7;IGLC3;IGHA1;IGHA2,2.1696551995791378e-05,0,0,33,pos,GO_Biological_Process_2023
2,Glomerular Filtration (GO:0003094),6.464958568914984e-06,44.87755102040816,536.2469711319385,IGHA1;IGHA2;IGKV3-20;JCHAIN,0.0042830350519061765,0,0,33,pos,GO_Biological_Process_2023
3,Renal Filtration (GO:0097205),1.2150001455530943e-05,36.714285714285715,415.53894085341443,IGHA1;IGHA2;IGKV3-20;JCHAIN,0.0053662506428594995,0,0,33,pos,GO_Biological_Process_2023
