rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Positive Regulation Of p38MAPK Cascade (GO:1900745),8.814271911404375e-05,20.183673469387756,188.4459421090328,GADD45A;IL1B;SORD;GADD45G,0.12295909316409104,0,0,72,pos,GO_Biological_Process_2023
2,Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),0.00021690636844734666,15.521193092621663,130.93747995826848,CSF1;NR1H3;ABCG1;PF4,0.1512921919920243,0,0,72,pos,GO_Biological_Process_2023
3,Regulation Of p38MAPK Cascade (GO:1900744),0.0004949472916124923,12.224489795918368,93.04131653695897,GADD45A;IL1B;SORD;GADD45G,0.23015049059980894,0,0,72,pos,GO_Biological_Process_2023
