rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,"3',5'-cyclic-GMP Phosphodiesterase Activity (GO:0047555)",0.0020216133697869413,39.98989898989899,248.09171029141777,PDE1B;PDE5A,0.20131880317718848,0,0,19,neg,GO_Molecular_Function_2023
2,Metalloexopeptidase Activity (GO:0008235),0.0025341401417975046,7.60377358490566,45.45460491125239,CPQ;ANPEP;RNPEP;AEBP1,0.20131880317718848,0,0,19,neg,GO_Molecular_Function_2023
3,cAMP-dependent Protein Kinase Inhibitor Activity (GO:0004862),0.0026777674677022855,33.323232323232325,197.36590289038227,PRKAR1B;PRKAR2B,0.20131880317718848,0,0,19,neg,GO_Molecular_Function_2023
