rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,RELA 24523406 ChIP-Seq FIBROSARCOMA Human,1.8269093364181654e-06,2.9540323677410583,39.03128968383281,APP;SERPINE2;ITGB2;ALOX12;MYLK;RELB;EFEMP2;LMNA;PDLIM7;ABCA1;HELLS;TCF7L2;ZFHX3;CR2;PTGIR;GSN;MMD;GPR108;LAMB2;MX1;NAV1;PTPN13;NFKB2;RUFY1;SELP;DIAPH2;S100A4;HPSE;MGLL,0.0013117209035482427,0,0,19,neg,ChEA_2022
2,SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human,1.0870883944147136e-05,2.5100594658434,28.688530236977893,COLEC12;NCKAP1;ITPR2;ALOX12;STON2;PCSK6;ARHGAP6;ACRBP;MYLK;PTGS1;SLC9A1;NRGN;CHAF1B;PRKAR2B;HCFC1R1;SH3BGRL2;CD14;ABCC3;PTCRA;MMD;CMTM5;CTDSPL;TMEM40;GNG11;FAM111B;CTTN;CDC42EP3;PECAM1;CD9;PDE5A;SIGLEC1;HPSE;MGLL,0.0039026473359488217,0,0,19,neg,ChEA_2022
3,SUZ12 20075857 ChIP-Seq MESCs Mouse,4.895319694420303e-05,1.9140789725896108,18.996555990680182,APP;SERPINE2;MAST4;DENND5B;FHOD1;ITGB3;BHLHE41;PCSK6;ARHGAP6;LOXL1;NRGN;RPH3A;EMILIN2;CTSC;VSIG8;ABCC3;PTGIR;CTDSPL;ADAM10;NAV1;FRMD3;DNM3;CLDN5;PRKAR1B;CDC42EP3;PDE5A;KIFC3;MGLL;FBN2;COLEC12;ISYNA1;CD151;SMARCD3;PDE1B;ENDOD1;CACNA1A;ITPR2;ALOX12;AEBP1;TSPAN33;APOLD1;PTGS1;PRKAR2B;TBXA2R;CD14;GAS2L1;SOCS5;JAM3;ZFHX3;GSN;PTPN13;GNG11;NFKB2;EHD3;MYO1C;NBEA;ESAM;HPSE;CC2D1A,0.009344602009681222,0,0,19,neg,ChEA_2022
