rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Adrenergic signaling in cardiomyocytes,0.00013605373248525896,5.768192488262911,51.35110669714504,PPP1CB;TPM4;TPM2;ATP2B4;PPP2R2A;PPP2R3B;CACNA2D4;MYH7,0.02173464342260421,0,0,34,neg,KEGG_2021_Human
2,Hypertrophic cardiomyopathy,0.00028757958825608007,7.25920471281296,59.19163440674612,TPM4;TPM2;CACNA2D4;ACTG1;MYH7;TTN,0.02173464342260421,0,0,34,neg,KEGG_2021_Human
3,Dilated cardiomyopathy,0.00040752456417382895,6.77319587628866,52.86756640129645,TPM4;TPM2;CACNA2D4;ACTG1;MYH7;TTN,0.02173464342260421,0,0,34,neg,KEGG_2021_Human
