rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Herpes simplex virus 1 infection,0.004482472426233406,2.5366430260047284,13.717101372852676,ZNF90;ZFP69;ZNF717;ZNF470;ZNF616;ZNF669;HLA-F;HLA-DQA2;ZNF354C;NECTIN2;ZNF211;ZFP28,0.2899802503236278,0,0,247,neg,KEGG_2021_Human
2,Arrhythmogenic right ventricular cardiomyopathy,0.007439622767137221,5.514956667598546,27.028444898936716,DSP;CACNB4;JUP;ACTG1,0.2899802503236278,0,0,247,neg,KEGG_2021_Human
3,Antigen processing and presentation,0.007781669548554576,5.44015444015444,26.417304925705615,KIR2DL1;HLA-F;HLA-DQA2;KIR2DL4,0.2899802503236278,0,0,247,neg,KEGG_2021_Human
