rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Cholesterol Homeostasis,0.03805558843062846,4.231572174161721,13.83177100318916,GSTM2;CD9;GNAI1,0.6436131775147543,0,0,149,neg,MSigDB_Hallmark_2020
2,Notch Signaling,0.04055549332201731,6.656565656565657,21.334852328849312,FZD1;MAML2,0.6436131775147543,0,0,149,neg,MSigDB_Hallmark_2020
3,Angiogenesis,0.05019950084615693,5.872251931075461,17.568310863627904,COL5A2;PDGFA,0.6436131775147543,0,0,149,neg,MSigDB_Hallmark_2020
