rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Steroid biosynthesis,0.0009905301969888136,17.721409375933113,122.58377707877821,DHCR24;MSMO1;FDFT1,0.18087724364928803,0,0,91,pos,KEGG_2021_Human
2,ECM-receptor interaction,0.0019039709857819793,6.091133765832561,38.15372640786974,ITGA3;COL4A4;COL4A3;SDC1;THBS1,0.18087724364928803,0,0,91,pos,KEGG_2021_Human
3,Protein digestion and absorption,0.0037732360778055495,5.154892726321298,28.763385231935587,SLC7A7;COL4A4;COL4A3;KCNN4;PRSS2,0.23897161826101815,0,0,91,pos,KEGG_2021_Human
