rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Serine Biosynthesis R-HSA-977347,7.91555905106562e-05,50.23857868020305,474.45791686900793,PSAT1;PHGDH;SERINC2,0.03364112596702888,0,0,219,pos,Reactome_2022
2,Impaired BRCA2 Binding To PALB2 R-HSA-9709603,0.0017076659731305678,14.343002175489485,91.40261395182883,BLM;RAD51C;BRCA1,0.25649875347782464,0,0,219,pos,Reactome_2022
3,Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,0.0019263332020576173,13.690355329949238,85.59397680666795,BLM;RAD51C;BRCA1,0.25649875347782464,0,0,219,pos,Reactome_2022
