rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,IL-2/STAT5 Signaling,0.003957733062368773,3.7040155440414506,20.490924669981364,CYFIP1;MYO1E;TWSG1;XBP1;GUCY1B1;TNFRSF9;SCN9A,0.15493990781832803,0,0,141,neg,MSigDB_Hallmark_2020
2,Mitotic Spindle,0.015151192505367015,3.141979595107099,13.163876618045636,MYO1E;RALBP1;PALLD;CDC42EP2;ARHGAP29;TUBGCP3,0.15493990781832803,0,0,141,neg,MSigDB_Hallmark_2020
3,Estrogen Response Early,0.015493990781832804,3.1256244021681368,13.025424015927582,SEC14L2;XBP1;MAST4;TIPARP;TMPRSS3;NADSYN1,0.15493990781832803,0,0,141,neg,MSigDB_Hallmark_2020
