rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,Regulation of actin cytoskeleton,0.0016181249056377088,3.886904761904762,24.979143955658426,CYFIP1;NCKAP1;ACTR3C;ITGA1;PIP5K1B;MYH11;PTK2;ARHGAP35,0.26537248452458423,0,0,141,neg,KEGG_2021_Human
2,Glycerolipid metabolism,0.003245825065519956,7.0687432867884,40.50662547348915,DGKG;LIPC;GPAT2;MGLL,0.2661576553726364,0,0,141,neg,KEGG_2021_Human
3,Bacterial invasion of epithelial cells,0.007439622767137221,5.514956667598546,27.028444898936716,DNM3;ACTR3C;ELMO3;PTK2,0.4066993779368347,0,0,141,neg,KEGG_2021_Human
