rank,term,p,z,combined_score,overlap_genes,adj_p,old_p,old_adj_p,pc,direction,library
1,SRF mouse,0.0008481701801219675,18.82994923857868,133.17348392535672,ACTA2;TAGLN;MYH11,0.07124629513024526,0,0,77,pos,TRRUST_Transcription_Factors_2019
2,MYB human,0.005960437831234491,8.853090474768587,45.35094165112317,CTSG;ELANE;CLEC4G,0.2503383889118486,0,0,77,pos,TRRUST_Transcription_Factors_2019
3,SMAD3 mouse,0.012951499605550441,6.539615978812624,28.42472661929245,ACTA2;TAGLN;GADD45B,0.3170732548131405,0,0,77,pos,TRRUST_Transcription_Factors_2019
